id;baslangic_durak_no;bitis_durak_no;cikis_zaman;varis_zaman;arac_no;ana_hat_no;alt_hat_no
346; ;T17d;2021-06-06 05:50:00;2021-06-06 05:55:00;54;10;0
347; ;T13d;2021-06-06 05:50:00;2021-06-06 05:55:00;78;10;0
348;T12a;T12d;2021-06-06 05:53:00;2021-06-06 05:55:00;81;10;0
349;T21a;T22a;2021-06-06 05:53:00;2021-06-06 05:55:00;148;10;0
350;T3a;T4a;2021-06-06 05:53:00;2021-06-06 05:55:00;108;10;0
351; ;T28a;2021-06-06 05:50:00;2021-06-06 05:55:00;75;10;0
352; ;T8d;2021-06-06 05:51:00;2021-06-06 05:56:00;99;10;0
353;T4a;T5a;2021-06-06 05:55:00;2021-06-06 05:56:00;107;10;0
354;T4a;T5a;2021-06-06 05:55:00;2021-06-06 05:56:00;108;10;0
355; ;T22a;2021-06-06 05:51:00;2021-06-06 05:57:00;60;10;0
356; ;T18a;2021-06-06 05:51:00;2021-06-06 05:57:00;49;10;0
357; ;T27d;2021-06-06 05:52:00;2021-06-06 05:57:00;85;10;0
358; ;T5d;2021-06-06 05:52:00;2021-06-06 05:57:00;50;10;0
359;T22a;T22d;2021-06-06 05:57:00;2021-06-06 05:57:00;60;10;0
360; ;T4a;2021-06-06 05:53:00;2021-06-06 05:58:00;63;10;0
361; ;T16d;2021-06-06 05:53:00;2021-06-06 05:58:00;53;10;0
362;T22a;T24a;2021-06-06 05:55:00;2021-06-06 05:58:00;148;10;0
363;T5a;T6a;2021-06-06 05:56:00;2021-06-06 05:58:00;107;10;0
364;T5a;T6a;2021-06-06 05:56:00;2021-06-06 05:58:00;108;10;0
365; ;T24a;2021-06-06 05:53:00;2021-06-06 05:59:00;92;10;0
366; ;T31d;2021-06-06 05:51:00;2021-06-06 05:59:00;800;10;0
367; ;T3a;2021-06-06 05:54:00;2021-06-06 05:59:00;96;10;0
368; ;T26d;2021-06-06 05:54:00;2021-06-06 05:59:00;97;10;0
369;T3a;T3d;2021-06-06 05:59:00;2021-06-06 05:59:00;96;10;0
370; ;T13a;2021-04-06 20:19:00;2021-06-06 05:59:00;147;10;0
371; ;T42d;2021-06-06 00:40:00;2021-06-06 05:59:00;165;10;2
372;T4a;T4d;2021-06-06 05:58:00;2021-06-06 05:59:00;63;10;0
373; ;T19d;2021-06-06 05:54:00;2021-06-06 05:59:00;77;10;0
374; ;T30a;2021-06-06 05:54:00;2021-06-06 05:59:00;90;10;0
375; ;T9a;2021-06-06 05:54:00;2021-06-06 06:00:00;66;10;0
376; ;T42d;2021-06-06 05:59:00;2021-06-06 06:00:00;165;10;2
377; ;T10d;2021-06-06 05:55:00;2021-06-06 06:00:00;44;10;0
378;T6a;T7a;2021-06-06 05:58:00;2021-06-06 06:00:00;107;10;0
379;T6a;T7a;2021-06-06 05:58:00;2021-06-06 06:00:00;108;10;0
380; ;T2d;2021-06-06 05:55:00;2021-06-06 06:00:00;70;10;0
381;T24a;T25a;2021-06-06 05:58:00;2021-06-06 06:00:00;148;10;0
382; ;T17d;2021-06-06 05:55:00;2021-06-06 06:00:00;54;10;0
383; ;T13d;2021-06-06 05:55:00;2021-06-06 06:00:00;78;10;0
384;T9a;T9d;2021-06-06 06:00:00;2021-06-06 06:00:00;66;10;0
385; ;T28a;2021-06-06 05:55:00;2021-06-06 06:01:00;75;10;0
386;T7a;T8a;2021-06-06 06:00:00;2021-06-06 06:01:00;107;10;0
387; ;T12a;2021-06-06 05:55:00;2021-06-06 06:01:00;81;10;0
388;T7a;T8a;2021-06-06 06:00:00;2021-06-06 06:01:00;108;10;0
389; ;T8d;2021-06-06 05:56:00;2021-06-06 06:01:00;99;10;0
390;T25a;T26a;2021-06-06 06:00:00;2021-06-06 06:01:00;148;10;0
391;T13a;T15a;2021-06-06 05:59:00;2021-06-06 06:01:00;147;10;0
392;T8a;T9a;2021-06-06 06:01:00;2021-06-06 06:02:00;107;10;0
393;T8a;T9a;2021-06-06 06:01:00;2021-06-06 06:02:00;108;10;0
394; ;T18a;2021-06-06 05:57:00;2021-06-06 06:02:00;49;10;0
395; ;T29d;2021-06-06 02:05:00;2021-06-06 06:02:00;94;10;0
396; ;T27d;2021-06-06 05:57:00;2021-06-06 06:02:00;85;10;0
397; ;T5d;2021-06-06 05:57:00;2021-06-06 06:02:00;50;10;0
398;T31d;T27d;2021-06-06 05:59:00;2021-06-06 06:02:00;800;10;0
399;T15a;T16a;2021-06-06 06:01:00;2021-06-06 06:02:00;147;10;0
400; ;T1a;2021-06-06 05:54:00;2021-06-06 06:02:00;156;10;0
401; ;T22a;2021-06-06 05:57:00;2021-06-06 06:03:00;60;10;0
402;T9a;T10a;2021-06-06 06:02:00;2021-06-06 06:03:00;107;10;0
403; ;T1a;2021-05-06 20:50:00;2021-06-06 06:03:00;155;10;0
404;T22a;T22d;2021-06-06 06:03:00;2021-06-06 06:03:00;60;10;0
405;T9a;T10a;2021-06-06 06:02:00;2021-06-06 06:03:00;108;10;0
406;T26a;T27a;2021-06-06 06:01:00;2021-06-06 06:03:00;148;10;0
407;T42d;T41d;2021-06-06 06:00:00;2021-06-06 06:03:00;165;10;2
408; ;T6d;2021-06-06 05:54:00;2021-06-06 06:03:00;47;10;0
409; ;T16a;2021-06-06 05:58:00;2021-06-06 06:03:00;53;10;0
410;T16a;T17a;2021-06-06 06:02:00;2021-06-06 06:03:00;147;10;0
411;T16a;T16d;2021-06-06 06:03:00;2021-06-06 06:03:00;53;10;0
412;T10a;T11a;2021-06-06 06:03:00;2021-06-06 06:04:00;107;10;0
413;T10a;T11a;2021-06-06 06:03:00;2021-06-06 06:04:00;108;10;0
414; ;T24a;2021-06-06 05:59:00;2021-06-06 06:04:00;92;10;0
415;T12a;T12d;2021-06-06 06:01:00;2021-06-06 06:04:00;81;10;0
416; ;T26d;2021-06-06 05:59:00;2021-06-06 06:04:00;97;10;0
417; ;T40d;2021-06-06 06:03:00;2021-06-06 06:04:00;165;10;2
418; ;T4a;2021-06-06 05:59:00;2021-06-06 06:04:00;63;10;0
419; ;T3d;2021-06-06 05:59:00;2021-06-06 06:04:00;96;10;0
420;T4a;T4d;2021-06-06 06:04:00;2021-06-06 06:04:00;63;10;0
421; ;T19d;2021-06-06 05:59:00;2021-06-06 06:04:00;77;10;0
422; ;T19d;2021-02-06 11:54:00;2021-06-06 06:04:00;145;10;0
423; ;T19d;2021-02-06 11:54:00;2021-06-06 06:04:00;146;10;0
424;T27d;T26d;2021-06-06 06:02:00;2021-06-06 06:05:00;800;10;0
425; ;T30a;2021-06-06 05:59:00;2021-06-06 06:05:00;90;10;0
426;T17a;T18a;2021-06-06 06:03:00;2021-06-06 06:05:00;147;10;0
427; ;T40d;2021-06-06 06:04:00;2021-06-06 06:05:00;165;10;2
428; ;T10d;2021-06-06 06:00:00;2021-06-06 06:05:00;44;10;0
429; ;T2d;2021-06-06 06:00:00;2021-06-06 06:05:00;70;10;0
430; ;T17d;2021-06-06 06:00:00;2021-06-06 06:05:00;54;10;0
431; ;T13a;2021-06-06 06:00:00;2021-06-06 06:05:00;78;10;0
432;T13a;T13d;2021-06-06 06:05:00;2021-06-06 06:05:00;78;10;0
433; ;T9d;2021-06-06 06:00:00;2021-06-06 06:06:00;66;10;0
434; ;T28a;2021-06-06 06:01:00;2021-06-06 06:06:00;75;10;0
435;T11a;T12a;2021-06-06 06:04:00;2021-06-06 06:06:00;107;10;0
436;T11a;T12a;2021-06-06 06:04:00;2021-06-06 06:06:00;108;10;0
437;T40d;T39d;2021-06-06 06:05:00;2021-06-06 06:06:00;165;10;2
438; ;T8d;2021-06-06 06:01:00;2021-06-06 06:06:00;99;10;0
439;T27a;T28a;2021-06-06 06:03:00;2021-06-06 06:06:00;148;10;0
440; ;T11d;2021-06-06 01:57:00;2021-06-06 06:07:00;82;10;0
441;T18a;T19a;2021-06-06 06:05:00;2021-06-06 06:07:00;147;10;0
442; ;T18a;2021-06-06 06:02:00;2021-06-06 06:07:00;49;10;0
443; ;T27d;2021-06-06 06:02:00;2021-06-06 06:07:00;85;10;0
444;T26d;T24d;2021-06-06 06:05:00;2021-06-06 06:07:00;800;10;0
445; ;T29d;2021-06-06 06:02:00;2021-06-06 06:07:00;94;10;0
446; ;T5d;2021-06-06 06:02:00;2021-06-06 06:07:00;50;10;0
447;T12a;T13a;2021-06-06 06:06:00;2021-06-06 06:07:00;107;10;0
448; ;T39d;2021-06-06 06:06:00;2021-06-06 06:08:00;165;10;2
449;T12a;T13a;2021-06-06 06:06:00;2021-06-06 06:08:00;108;10;0
450;T28a;T29a;2021-06-06 06:06:00;2021-06-06 06:08:00;148;10;0
451; ;T22d;2021-06-06 06:03:00;2021-06-06 06:08:00;60;10;0
452; ;T2a;2021-06-06 06:02:00;2021-06-06 06:08:00;156;10;0
453; ;T2a;2021-06-06 06:03:00;2021-06-06 06:08:00;155;10;0
454;T19d;T17d;2021-06-06 06:04:00;2021-06-06 06:08:00;145;10;0
455;T19d;T17d;2021-06-06 06:04:00;2021-06-06 06:08:00;146;10;0
456;T24d;T22d;2021-06-06 06:07:00;2021-06-06 06:08:00;800;10;0
457;T2a;T3a;2021-06-06 06:08:00;2021-06-06 06:09:00;156;10;0
458; ;T16d;2021-06-06 06:03:00;2021-06-06 06:09:00;53;10;0
459;T39d;T38d;2021-06-06 06:08:00;2021-06-06 06:09:00;165;10;2
460;T2a;T3a;2021-06-06 06:08:00;2021-06-06 06:09:00;155;10;0
461; ;T38d;2021-06-06 06:09:00;2021-06-06 06:09:00;165;10;2
462; ;T12d;2021-06-06 06:04:00;2021-06-06 06:09:00;81;10;0
463; ;T24a;2021-06-06 06:04:00;2021-06-06 06:09:00;92;10;0
464; ;T26d;2021-06-06 06:04:00;2021-06-06 06:09:00;97;10;0
465;T17d;T16d;2021-06-06 06:08:00;2021-06-06 06:09:00;145;10;0
466; ;T4a;2021-06-06 06:04:00;2021-06-06 06:09:00;63;10;0
467;T17d;T16d;2021-06-06 06:08:00;2021-06-06 06:09:00;146;10;0
468; ;T3d;2021-06-06 06:04:00;2021-06-06 06:09:00;96;10;0
469; ;T19d;2021-06-06 06:04:00;2021-06-06 06:09:00;77;10;0
470;T4a;T4d;2021-06-06 06:09:00;2021-06-06 06:10:00;63;10;0
471;T19a;T20a;2021-06-06 06:07:00;2021-06-06 06:10:00;147;10;0
472; ;T6d;2021-06-06 06:03:00;2021-06-06 06:10:00;47;10;0
473; ;T30a;2021-06-06 06:05:00;2021-06-06 06:10:00;90;10;0
474;T13a;T15a;2021-06-06 06:07:00;2021-06-06 06:10:00;107;10;0
475;T3a;T4a;2021-06-06 06:09:00;2021-06-06 06:10:00;156;10;0
476; ;T10d;2021-06-06 06:05:00;2021-06-06 06:10:00;44;10;0
477;T3a;T4a;2021-06-06 06:09:00;2021-06-06 06:10:00;155;10;0
478; ;T2d;2021-06-06 06:05:00;2021-06-06 06:10:00;70;10;0
479;T16d;T15d;2021-06-06 06:09:00;2021-06-06 06:10:00;145;10;0
480; ;T17d;2021-06-06 06:05:00;2021-06-06 06:11:00;54;10;0
481; ;T13a;2021-06-06 06:05:00;2021-06-06 06:11:00;78;10;0
482;T16d;T15d;2021-06-06 06:09:00;2021-06-06 06:11:00;146;10;0
483;T13a;T15a;2021-06-06 06:08:00;2021-06-06 06:11:00;108;10;0
484;T13a;T13d;2021-06-06 06:11:00;2021-06-06 06:11:00;78;10;0
485; ;T9d;2021-06-06 06:06:00;2021-06-06 06:11:00;66;10;0
486; ;T28a;2021-06-06 06:06:00;2021-06-06 06:11:00;75;10;0
487;T20a;T21a;2021-06-06 06:10:00;2021-06-06 06:11:00;147;10;0
488; ;T8d;2021-06-06 06:06:00;2021-06-06 06:11:00;99;10;0
489;T15d;T13d;2021-06-06 06:10:00;2021-06-06 06:12:00;145;10;0
490;T15a;T16a;2021-06-06 06:10:00;2021-06-06 06:12:00;107;10;0
491;T15d;T13d;2021-06-06 06:11:00;2021-06-06 06:12:00;146;10;0
492;T15a;T16a;2021-06-06 06:11:00;2021-06-06 06:12:00;108;10;0
493;T4a;T5a;2021-06-06 06:10:00;2021-06-06 06:12:00;156;10;0
494;T4a;T5a;2021-06-06 06:10:00;2021-06-06 06:12:00;155;10;0
495;T38d;T37d;2021-06-06 06:09:00;2021-06-06 06:12:00;165;10;2
496; ;T37d;2021-06-06 06:12:00;2021-06-06 06:12:00;165;10;2
497;T22d;T19d;2021-06-06 06:08:00;2021-06-06 06:12:00;800;10;0
498;T29a;T30a;2021-06-06 06:08:00;2021-06-06 06:12:00;148;10;0
499; ;T18a;2021-06-06 06:07:00;2021-06-06 06:12:00;49;10;0
500; ;T29d;2021-06-06 06:07:00;2021-06-06 06:12:00;94;10;0
501; ;T27d;2021-06-06 06:07:00;2021-06-06 06:12:00;85;10;0
502;T21a;T22a;2021-06-06 06:11:00;2021-06-06 06:12:00;147;10;0
503; ;T5d;2021-06-06 06:07:00;2021-06-06 06:13:00;50;10;0
504;T16a;T17a;2021-06-06 06:12:00;2021-06-06 06:13:00;107;10;0
505;T16a;T17a;2021-06-06 06:12:00;2021-06-06 06:13:00;108;10;0
506; ;T22d;2021-06-06 06:08:00;2021-06-06 06:13:00;60;10;0
507;T5a;T6a;2021-06-06 06:12:00;2021-06-06 06:13:00;156;10;0
508;T5a;T6a;2021-06-06 06:12:00;2021-06-06 06:13:00;155;10;0
509; ;T16d;2021-06-06 06:09:00;2021-06-06 06:14:00;53;10;0
510; ;T11d;2021-06-06 06:07:00;2021-06-06 06:14:00;82;10;0
511;T19d;T17d;2021-06-06 06:12:00;2021-06-06 06:14:00;800;10;0
512; ;T24a;2021-06-06 06:09:00;2021-06-06 06:14:00;92;10;0
513; ;T12a;2021-06-06 06:09:00;2021-06-06 06:14:00;81;10;0
514;T13d;T12d;2021-06-06 06:12:00;2021-06-06 06:14:00;145;10;0
515;T13d;T12d;2021-06-06 06:12:00;2021-06-06 06:14:00;146;10;0
516;T6a;T7a;2021-06-06 06:13:00;2021-06-06 06:15:00;156;10;0
517; ;T3d;2021-06-06 06:09:00;2021-06-06 06:15:00;96;10;0
518; ;T26d;2021-06-06 06:09:00;2021-06-06 06:15:00;97;10;0
519; ;T4a;2021-06-06 06:10:00;2021-06-06 06:15:00;63;10;0
520; ;T19d;2021-06-06 06:09:00;2021-06-06 06:15:00;77;10;0
521;T6a;T7a;2021-06-06 06:13:00;2021-06-06 06:15:00;155;10;0
522;T22a;T24a;2021-06-06 06:12:00;2021-06-06 06:15:00;147;10;0
523;T17d;T16d;2021-06-06 06:14:00;2021-06-06 06:15:00;800;10;0
524;T30a;T31d;2021-06-06 06:12:00;2021-06-06 06:15:00;148;10;0
525;T4a;T4d;2021-06-06 06:15:00;2021-06-06 06:15:00;63;10;0
526; ;T6d;2021-06-06 06:10:00;2021-06-06 06:15:00;47;10;0
527;T12a;T12d;2021-06-06 06:14:00;2021-06-06 06:15:00;81;10;0
528; ;T30a;2021-06-06 06:10:00;2021-06-06 06:15:00;90;10;0
529;T17a;T18a;2021-06-06 06:13:00;2021-06-06 06:15:00;107;10;0
530;T12d;T11d;2021-06-06 06:14:00;2021-06-06 06:15:00;145;10;0
531; ;T10d;2021-06-06 06:10:00;2021-06-06 06:15:00;44;10;0
532;T17a;T18a;2021-06-06 06:13:00;2021-06-06 06:15:00;108;10;0
533;T16d;T15d;2021-06-06 06:15:00;2021-06-06 06:16:00;800;10;0
534;T12d;T11d;2021-06-06 06:14:00;2021-06-06 06:16:00;146;10;0
535; ;T36d;2021-06-06 06:12:00;2021-06-06 06:16:00;165;10;2
536; ;T2d;2021-06-06 06:10:00;2021-06-06 06:16:00;70;10;0
537; ;T17d;2021-06-06 06:11:00;2021-06-06 06:16:00;54;10;0
538; ;T13a;2021-06-06 06:11:00;2021-06-06 06:16:00;78;10;0
539; ;T36d;2021-06-06 06:16:00;2021-06-06 06:16:00;165;10;2
540;T13a;T13d;2021-06-06 06:16:00;2021-06-06 06:16:00;78;10;0
541;T7a;T8a;2021-06-06 06:15:00;2021-06-06 06:16:00;156;10;0
542;T18a;T19a;2021-06-06 06:15:00;2021-06-06 06:16:00;107;10;0
543;T7a;T8a;2021-06-06 06:15:00;2021-06-06 06:16:00;155;10;0
544; ;T28a;2021-06-06 06:11:00;2021-06-06 06:16:00;75;10;0
545;T24a;T25a;2021-06-06 06:15:00;2021-06-06 06:17:00;147;10;0
546;T18a;T19a;2021-06-06 06:15:00;2021-06-06 06:17:00;108;10;0
547;T11d;T10d;2021-06-06 06:15:00;2021-06-06 06:17:00;145;10;0
548; ;T8d;2021-06-06 06:11:00;2021-06-06 06:17:00;99;10;0
549;T11d;T10d;2021-06-06 06:16:00;2021-06-06 06:17:00;146;10;0
550;T8a;T9a;2021-06-06 06:16:00;2021-06-06 06:17:00;156;10;0
551;T8a;T9a;2021-06-06 06:16:00;2021-06-06 06:17:00;155;10;0
552; ;T9a;2021-06-06 06:11:00;2021-06-06 06:17:00;66;10;0
553; ;T18a;2021-06-06 06:12:00;2021-06-06 06:18:00;49;10;0
554; ;T29d;2021-06-06 06:12:00;2021-06-06 06:18:00;94;10;0
555;T25a;T26a;2021-06-06 06:17:00;2021-06-06 06:18:00;147;10;0
556; ;T5d;2021-06-06 06:13:00;2021-06-06 06:18:00;50;10;0
557;T10d;T9d;2021-06-06 06:17:00;2021-06-06 06:18:00;145;10;0
558;T10d;T9d;2021-06-06 06:17:00;2021-06-06 06:18:00;146;10;0
559; ;T27d;2021-06-06 06:12:00;2021-06-06 06:18:00;85;10;0
560;T19a;T20a;2021-06-06 06:16:00;2021-06-06 06:18:00;107;10;0
561; ;T22a;2021-06-06 06:13:00;2021-06-06 06:18:00;60;10;0
562;T19a;T20a;2021-06-06 06:17:00;2021-06-06 06:18:00;108;10;0
563;T22a;T22d;2021-06-06 06:18:00;2021-06-06 06:18:00;60;10;0
564;T9a;T10a;2021-06-06 06:17:00;2021-06-06 06:19:00;156;10;0
565;T9a;T10a;2021-06-06 06:17:00;2021-06-06 06:19:00;155;10;0
566;T9d;T8d;2021-06-06 06:18:00;2021-06-06 06:19:00;145;10;0
567;T9d;T8d;2021-06-06 06:18:00;2021-06-06 06:19:00;146;10;0
568; ;T16d;2021-06-06 06:14:00;2021-06-06 06:19:00;53;10;0
569;T31d;T29d;2021-06-06 06:15:00;2021-06-06 06:19:00;148;10;0
570;T26a;T27a;2021-06-06 06:18:00;2021-06-06 06:19:00;147;10;0
571; ;T24a;2021-06-06 06:14:00;2021-06-06 06:20:00;92;10;0
572; ;T19d;2021-06-06 06:15:00;2021-06-06 06:20:00;77;10;0
573; ;T42d;2021-05-06 22:14:00;2021-06-06 06:20:00;172;10;2
574; ;T3d;2021-06-06 06:15:00;2021-06-06 06:20:00;96;10;0
575;T10a;T11a;2021-06-06 06:19:00;2021-06-06 06:20:00;156;10;0
576;T10a;T11a;2021-06-06 06:19:00;2021-06-06 06:20:00;155;10;0
577; ;T26d;2021-06-06 06:15:00;2021-06-06 06:20:00;97;10;0
578; ;T4a;2021-06-06 06:15:00;2021-06-06 06:20:00;63;10;0
579;T20a;T21a;2021-06-06 06:18:00;2021-06-06 06:20:00;107;10;0
580;T15d;T11d;2021-06-06 06:16:00;2021-06-06 06:20:00;800;10;0
581;T20a;T21a;2021-06-06 06:18:00;2021-06-06 06:20:00;108;10;0
582;T4a;T4d;2021-06-06 06:20:00;2021-06-06 06:20:00;63;10;0
583; ;T11d;2021-06-06 06:14:00;2021-06-06 06:20:00;82;10;0
584;T29d;T28d;2021-06-06 06:19:00;2021-06-06 06:20:00;148;10;0
585;T8d;T7d;2021-06-06 06:19:00;2021-06-06 06:20:00;145;10;0
586;T8d;T7d;2021-06-06 06:19:00;2021-06-06 06:20:00;146;10;0
587; ;T30a;2021-06-06 06:16:00;2021-06-06 06:20:00;165;10;2
588; ;T12a;2021-06-06 06:15:00;2021-06-06 06:20:00;81;10;0
589;T12a;T12d;2021-06-06 06:20:00;2021-06-06 06:20:00;81;10;0
590;T11d;T10d;2021-06-06 06:20:00;2021-06-06 06:20:00;800;10;0
591; ;T30a;2021-06-06 06:15:00;2021-06-06 06:21:00;90;10;0
592; ;T10d;2021-06-06 06:15:00;2021-06-06 06:21:00;44;10;0
593; ;T2d;2021-06-06 06:16:00;2021-06-06 06:21:00;70;10;0
594; ;T17d;2021-06-06 06:16:00;2021-06-06 06:21:00;54;10;0
595;T11a;T12a;2021-06-06 06:20:00;2021-06-06 06:21:00;156;10;0
596;T10d;T9d;2021-06-06 06:20:00;2021-06-06 06:21:00;800;10;0
597;T11a;T12a;2021-06-06 06:20:00;2021-06-06 06:21:00;155;10;0
598; ;T30a;2021-06-06 06:20:00;2021-06-06 06:21:00;165;10;2
599;T21a;T22a;2021-06-06 06:20:00;2021-06-06 06:21:00;107;10;0
600; ;T28a;2021-06-06 06:16:00;2021-06-06 06:22:00;75;10;0
601;T9d;T8d;2021-06-06 06:21:00;2021-06-06 06:22:00;800;10;0
602;T21a;T22a;2021-06-06 06:20:00;2021-06-06 06:22:00;108;10;0
603;T7d;T6d;2021-06-06 06:20:00;2021-06-06 06:22:00;146;10;0
604;T7d;T6d;2021-06-06 06:20:00;2021-06-06 06:22:00;145;10;0
605; ;T6d;2021-06-06 06:15:00;2021-06-06 06:22:00;47;10;0
606; ;T13a;2021-06-06 06:16:00;2021-06-06 06:22:00;78;10;0
607;T13a;T13d;2021-06-06 06:22:00;2021-06-06 06:22:00;78;10;0
608; ;T41d;2021-06-06 06:20:00;2021-06-06 06:22:00;172;10;2
609; ;T2a;2021-05-06 22:26:00;2021-06-06 06:22:00;115;10;0
610; ;T2a;2021-05-06 22:28:00;2021-06-06 06:22:00;116;10;0
611; ;T8a;2021-06-06 06:17:00;2021-06-06 06:22:00;99;10;0
612;T8a;T8d;2021-06-06 06:22:00;2021-06-06 06:22:00;99;10;0
613; ;T31d;2021-06-06 06:21:00;2021-06-06 06:22:00;165;10;2
614;T28d;T27d;2021-06-06 06:20:00;2021-06-06 06:22:00;148;10;0
615;T12a;T13a;2021-06-06 06:21:00;2021-06-06 06:23:00;156;10;0
616;T12a;T13a;2021-06-06 06:21:00;2021-06-06 06:23:00;155;10;0
617;T41d;T40d;2021-06-06 06:22:00;2021-06-06 06:23:00;172;10;2
618; ;T40d;2021-06-06 06:23:00;2021-06-06 06:23:00;172;10;2
619;T6d;T5d;2021-06-06 06:22:00;2021-06-06 06:23:00;146;10;0
620;T6d;T5d;2021-06-06 06:22:00;2021-06-06 06:23:00;145;10;0
621; ;T18a;2021-06-06 06:18:00;2021-06-06 06:23:00;49;10;0
622; ;T29d;2021-06-06 06:18:00;2021-06-06 06:23:00;94;10;0
623;T2a;T3a;2021-06-06 06:22:00;2021-06-06 06:23:00;115;10;0
624;T2a;T3a;2021-06-06 06:22:00;2021-06-06 06:23:00;116;10;0
625;T27a;T28a;2021-06-06 06:19:00;2021-06-06 06:23:00;147;10;0
626; ;T5d;2021-06-06 06:18:00;2021-06-06 06:23:00;50;10;0
627; ;T27d;2021-06-06 06:18:00;2021-06-06 06:23:00;85;10;0
628; ;T9a;2021-06-06 06:17:00;2021-06-06 06:24:00;66;10;0
629; ;T40d;2021-06-06 06:23:00;2021-06-06 06:24:00;172;10;2
630;T22a;T24a;2021-06-06 06:21:00;2021-06-06 06:24:00;107;10;0
631;T22a;T24a;2021-06-06 06:22:00;2021-06-06 06:24:00;108;10;0
632;T27d;T26d;2021-06-06 06:22:00;2021-06-06 06:24:00;148;10;0
633; ;T40d;2021-06-06 06:24:00;2021-06-06 06:24:00;172;10;2
634;T5d;T4d;2021-06-06 06:23:00;2021-06-06 06:24:00;145;10;0
635;T5d;T4d;2021-06-06 06:23:00;2021-06-06 06:24:00;146;10;0
636; ;T31d;2021-06-06 06:22:00;2021-06-06 06:24:00;165;10;2
637; ;T16d;2021-06-06 06:19:00;2021-06-06 06:24:00;53;10;0
638;T3a;T4a;2021-06-06 06:23:00;2021-06-06 06:24:00;116;10;0
639; ;T19d;2021-06-06 06:20:00;2021-06-06 06:25:00;77;10;0
640;T3a;T4a;2021-06-06 06:23:00;2021-06-06 06:25:00;115;10;0
641; ;T3d;2021-06-06 06:20:00;2021-06-06 06:25:00;96;10;0
642; ;T22a;2021-06-06 06:18:00;2021-06-06 06:25:00;60;10;0
643; ;T26d;2021-06-06 06:20:00;2021-06-06 06:25:00;97;10;0
644;T28a;T29a;2021-06-06 06:23:00;2021-06-06 06:25:00;147;10;0
645; ;T24a;2021-06-06 06:20:00;2021-06-06 06:25:00;92;10;0
646; ;T4a;2021-06-06 06:20:00;2021-06-06 06:25:00;63;10;0
647;T13a;T15a;2021-06-06 06:23:00;2021-06-06 06:25:00;156;10;0
648; ;T39d;2021-06-06 06:24:00;2021-06-06 06:25:00;172;10;2
649;T13a;T15a;2021-06-06 06:23:00;2021-06-06 06:25:00;155;10;0
650; ;T11d;2021-06-06 06:20:00;2021-06-06 06:25:00;82;10;0
651; ;T39d;2021-06-06 06:25:00;2021-06-06 06:25:00;172;10;2
652;T31d;T36a;2021-06-06 06:24:00;2021-06-06 06:25:00;165;10;2
653;T24a;T25a;2021-06-06 06:24:00;2021-06-06 06:25:00;107;10;0
654;T24a;T25a;2021-06-06 06:24:00;2021-06-06 06:26:00;108;10;0
655; ;T12a;2021-06-06 06:20:00;2021-06-06 06:26:00;81;10;0
656;T4a;T4d;2021-06-06 06:25:00;2021-06-06 06:26:00;63;10;0
657;T4d;T3d;2021-06-06 06:24:00;2021-06-06 06:26:00;145;10;0
658;T4d;T3d;2021-06-06 06:24:00;2021-06-06 06:26:00;146;10;0
659;T4a;T5a;2021-06-06 06:24:00;2021-06-06 06:26:00;116;10;0
660;T4a;T5a;2021-06-06 06:25:00;2021-06-06 06:26:00;115;10;0
661;T12a;T12d;2021-06-06 06:26:00;2021-06-06 06:26:00;81;10;0
662; ;T30a;2021-06-06 06:21:00;2021-06-06 06:26:00;90;10;0
663; ;T2d;2021-06-06 06:21:00;2021-06-06 06:26:00;70;10;0
664; ;T10d;2021-06-06 06:21:00;2021-06-06 06:26:00;44;10;0
665;T26d;T25d;2021-06-06 06:24:00;2021-06-06 06:26:00;148;10;0
666; ;T36a;2021-06-06 06:25:00;2021-06-06 06:26:00;165;10;2
667; ;T17d;2021-06-06 06:21:00;2021-06-06 06:26:00;54;10;0
668;T15a;T16a;2021-06-06 06:25:00;2021-06-06 06:26:00;156;10;0
669; ;T26d;2021-06-06 05:32:00;2021-06-06 06:26:00;98;10;0
670;T15a;T16a;2021-06-06 06:25:00;2021-06-06 06:27:00;155;10;0
671; ;T36a;2021-06-06 06:26:00;2021-06-06 06:27:00;165;10;2
672;T3d;T2d;2021-06-06 06:26:00;2021-06-06 06:27:00;145;10;0
673;T3d;T2d;2021-06-06 06:26:00;2021-06-06 06:27:00;146;10;0
674; ;T28a;2021-06-06 06:22:00;2021-06-06 06:27:00;75;10;0
675; ;T6d;2021-06-06 06:22:00;2021-06-06 06:27:00;47;10;0
676; ;T13a;2021-06-06 06:22:00;2021-06-06 06:27:00;78;10;0
677;T13a;T13d;2021-06-06 06:27:00;2021-06-06 06:27:00;78;10;0
678;T25a;T26a;2021-06-06 06:25:00;2021-06-06 06:27:00;107;10;0
679; ;T8a;2021-06-06 06:22:00;2021-06-06 06:27:00;99;10;0
680;T8a;T8d;2021-06-06 06:27:00;2021-06-06 06:27:00;99;10;0
681;T16a;T17a;2021-06-06 06:26:00;2021-06-06 06:28:00;156;10;0
682;T16a;T17a;2021-06-06 06:27:00;2021-06-06 06:28:00;155;10;0
683;T5a;T6a;2021-06-06 06:26:00;2021-06-06 06:28:00;115;10;0
684;T39d;T38d;2021-06-06 06:25:00;2021-06-06 06:28:00;172;10;2
